B4,B3,B2,B8,B11,B12,NDVI,NDBI,MNDWI,NDSLI,class,sample
0.23199999332427979,0.1738000065088272,0.12520000338554382,0.25999999046325684,0.34709998965263367,0.31690001487731934,0.05691056698560715,0.1434689611196518,-0.3326933979988098,0.19875669479370117,8,ui_auto_distill
0.19920000433921814,0.16449999809265137,0.125900000333786,0.22470000386238098,0.30399999022483826,0.27044999599456787,0.06015569344162941,0.149990513920784,-0.2977587878704071,0.20826706290245056,8,ui_auto_distill
0.15800000727176666,0.13279999792575836,0.09600000083446503,0.18639999628067017,0.20960000157356262,0.17669999599456787,0.08246222138404846,0.05858587101101875,-0.22429907321929932,0.1403699517250061,8,ui_auto_distill
0.21389999985694885,0.169813334941864,0.12330000102519989,0.241349995136261,0.30362728238105774,0.3044726252555847,0.06029653176665306,0.1142750158905983,-0.2826414704322815,0.1733769178390503,8,ui_auto_distill
0.2305999994277954,0.186599999666214,0.1387999951839447,0.257999986410141,0.32739999890327454,0.31349998712539673,0.05607856810092926,0.11855144053697586,-0.2739299535751343,0.1734766960144043,8,ui_auto_distill
0.17741666734218597,0.14241817593574524,0.11110000312328339,0.20945000648498535,0.27687498927116394,0.2732999920845032,0.08280201256275177,0.138641819357872,-0.32067495584487915,0.21893054246902466,8,ui_auto_distill
0.1581999957561493,0.12655000388622284,0.09565000236034393,0.1793999969959259,0.22529999911785126,0.22245000302791595,0.0627962127327919,0.11341734975576401,-0.28065934777259827,0.174967423081398,8,ui_auto_distill
0.20350000262260437,0.17239999771118164,0.13040000200271606,0.23160000145435333,0.28870001435279846,0.2649500072002411,0.06458285450935364,0.10974439978599548,-0.2522229850292206,0.17310038208961487,8,ui_auto_distill
0.17820000648498535,0.12200000137090683,0.07890000194311142,0.2093999981880188,0.2718999981880188,0.22139999270439148,0.08049533516168594,0.1298566460609436,-0.3805534243583679,0.20817594230175018,8,ui_auto_distill
0.25636667013168335,0.189520001411438,0.13040000200271606,0.302957147359848,0.3788500130176544,0.3528999984264374,0.08329786360263824,0.11131133884191513,-0.3331104815006256,0.19282135367393494,8,ui_auto_distill
0.19259999692440033,0.1535000056028366,0.11518000066280365,0.21624444425106049,0.2633041739463806,0.25979167222976685,0.05783237889409065,0.098133385181427,-0.2634430527687073,0.15508560836315155,8,ui_auto_distill
0.2745666801929474,0.20491428673267365,0.14296667277812958,0.3323666751384735,0.3829500079154968,0.34150001406669617,0.09523285180330276,0.07071460038423538,-0.30285173654556274,0.16483737528324127,8,ui_auto_distill
0.23160000145435333,0.18019999563694,0.13099999725818634,0.2669999897480011,0.34439998865127563,0.32899999618530273,0.07099877297878265,0.12659470736980438,-0.3130003809928894,0.19583331048488617,8,ui_auto_distill
0.3146750032901764,0.221511110663414,0.1422615349292755,0.37261539697647095,0.45925000309944153,0.4336000084877014,0.0843026414513588,0.10414498299360275,-0.34922513365745544,0.18680749833583832,8,ui_auto_distill
0.22075000405311584,0.149399995803833,0.10119999945163727,0.2556000053882599,0.28220000863075256,0.259799987077713,0.07316049188375473,0.049460772424936295,-0.30769234895706177,0.12217915058135986,8,ui_auto_distill
0.289000004529953,0.20919999480247498,0.1412000060081482,0.3416000008583069,0.41499999165534973,0.37860000133514404,0.08341261744499207,0.0970129445195198,-0.3297020196914673,0.17897725105285645,8,ui_auto_distill
0.22660000622272491,0.16750000417232513,0.12160000205039978,0.2635999917984009,0.2831999957561493,0.25290000438690186,0.07547936588525772,0.03584492206573486,-0.2567117512226105,0.111023910343647,8,ui_auto_distill
0.173714280128479,0.14655384421348572,0.11498333513736725,0.18449999392032623,0.23315000534057617,0.23943999409675598,0.030109670013189316,0.1164851263165474,-0.22806237637996674,0.14608243107795715,8,ui_auto_distill
0.27816668152809143,0.21273332834243774,0.15393750369548798,0.32183998823165894,0.38218000531196594,0.3312000036239624,0.07278803735971451,0.08570782095193863,-0.2848258316516876,0.15751320123672485,8,ui_auto_distill
0.22100000083446503,0.17159999907016754,0.1273999959230423,0.24899999797344208,0.33149999380111694,0.3140999972820282,0.05957446247339249,0.14211885631084442,-0.3178294599056244,0.19999998807907104,8,ui_auto_distill
0.1949000060558319,0.14730000495910645,0.10689999908208847,0.22089999914169312,0.2694999873638153,0.25824999809265137,0.0625300481915474,0.09910275042057037,-0.29318615794181824,0.16063734889030457,8,ui_auto_distill
0.17026667296886444,0.13884000480175018,0.10729999840259552,0.20453333854675293,0.22779999673366547,0.18219999969005585,0.0914265364408493,0.053816478699445724,-0.2426358014345169,0.14453187584877014,8,ui_auto_distill
0.2570500075817108,0.18459999561309814,0.12939999997615814,0.30809998512268066,0.35245001316070557,0.29190000891685486,0.09032995998859406,0.06714106351137161,-0.31254076957702637,0.156521737575531,8,ui_auto_distill
0.23386666178703308,0.18192000687122345,0.13292667269706726,0.2793000042438507,0.3282333314418793,0.30230000615119934,0.08853525668382645,0.08054427057504654,-0.28680264949798584,0.16788235306739807,8,ui_auto_distill
0.2215999960899353,0.16439999639987946,0.11959999799728394,0.24819999933242798,0.32179999351501465,0.3156999945640564,0.05661984533071518,0.129122793674469,-0.3237350881099701,0.18439455330371857,8,ui_auto_distill
0.13075000047683716,0.09578888863325119,0.07992727309465408,0.16169999539852142,0.15594999492168427,0.1538500040769577,0.10583004355430603,-0.018101686611771584,-0.2389821708202362,0.08789674192667007,8,ui_auto_distill
0.2190999984741211,0.1720000058412552,0.12610000371932983,0.2506999969482422,0.3287000060081482,0.3203999996185303,0.067262664437294,0.13462203741073608,-0.3129618465900421,0.2000730335712433,8,ui_auto_distill
0.25450000166893005,0.1973000019788742,0.15026666224002838,0.2912285625934601,0.34130001068115234,0.30133333802223206,0.06730188429355621,0.07916077226400375,-0.26735982298851013,0.14568647742271423,8,ui_auto_distill
0.24719999730587006,0.2092999964952469,0.15895000100135803,0.2878299951553345,0.2797999978065491,0.22550000250339508,0.07593966275453568,-0.014146534726023674,-0.1441422998905182,0.06185958534479141,8,ui_auto_distill
0.21400000154972076,0.16500000655651093,0.12160000205039978,0.2614000141620636,0.3292999863624573,0.2976999878883362,0.0997055321931839,0.1149483174085617,-0.3323892056941986,0.21222159266471863,8,ui_auto_distill
0.19277499616146088,0.14204999804496765,0.10340999811887741,0.23626667261123657,0.2676630914211273,0.23909999430179596,0.10136935114860535,0.06230316311120987,-0.30658793449401855,0.16264531016349792,8,ui_auto_distill
0.1618666648864746,0.1351090967655182,0.10350000113248825,0.1857692301273346,0.21423333883285522,0.2024666666984558,0.06875747442245483,0.07115981727838516,-0.22649478912353516,0.13923603296279907,8,ui_auto_distill
0.2797333300113678,0.2080666720867157,0.14256000518798828,0.3373333215713501,0.4174666702747345,0.38495001196861267,0.09334484487771988,0.10616500675678253,-0.3347543478012085,0.1975521296262741,8,ui_auto_distill
0.1858111172914505,0.15426956117153168,0.11891428381204605,0.2126142829656601,0.274399995803833,0.26284998655319214,0.06727273017168045,0.12686632573604584,-0.28024017810821533,0.1924961805343628,8,ui_auto_distill
0.24330000579357147,0.18299999833106995,0.12939999997615814,0.2971999943256378,0.3617999851703644,0.34915000200271606,0.09972245991230011,0.098027303814888,-0.3281938135623932,0.19583536684513092,8,ui_auto_distill
0.18517500162124634,0.15444286167621613,0.11541428416967392,0.20943333208560944,0.23728999495506287,0.22526666522026062,0.061474449932575226,0.06235775351524353,-0.21148885786533356,0.123359315097332,8,ui_auto_distill
0.14246666431427002,0.11151428520679474,0.08349999785423279,0.16223999857902527,0.13249999284744263,0.12120000272989273,0.06489301472902298,-0.1009025126695633,-0.08600196242332458,-0.03624683618545532,8,ui_auto_distill
0.22599999606609344,0.17599999904632568,0.13279999792575836,0.25999999046325684,0.325300008058548,0.3068000078201294,0.06995883584022522,0.11156674474477768,-0.2978256642818451,0.18011973798274994,8,ui_auto_distill
0.28060001134872437,0.2083750069141388,0.14723999798297882,0.32733333110809326,0.37994998693466187,0.3431999981403351,0.07687243819236755,0.07439261674880981,-0.2916330099105835,0.1504049301147461,8,ui_auto_distill
0.24950000643730164,0.18960000574588776,0.14090000092983246,0.2953000068664551,0.34929999709129333,0.33105000853538513,0.08406754583120346,0.08377286791801453,-0.2963443994522095,0.1666666567325592,8,ui_auto_distill
0.22105714678764343,0.17010000348091125,0.11868888884782791,0.26425498723983765,0.32947999238967896,0.297733336687088,0.08901042491197586,0.10985542088747025,-0.31902796030044556,0.1969401091337204,8,ui_auto_distill
0.19619999825954437,0.1598999947309494,0.1168999969959259,0.22869999706745148,0.27015000581741333,0.2287999987602234,0.07648858428001404,0.0830911248922348,-0.256365567445755,0.15857189893722534,8,ui_auto_distill
0.18187999725341797,0.1581999957561493,0.12387999892234802,0.1968500018119812,0.25850000977516174,0.26190000772476196,0.03952684998512268,0.13539037108421326,-0.24070078134536743,0.17398612201213837,8,ui_auto_distill
0.1733333319425583,0.12319999933242798,0.09156666696071625,0.21594999730587006,0.2337000072002411,0.2308250069618225,0.10947467386722565,0.03947516903281212,-0.3096105456352234,0.1483089178800583,8,ui_auto_distill
0.23574545979499817,0.18556000292301178,0.1386166661977768,0.2985000014305115,0.30387499928474426,0.2898400127887726,0.11746387183666229,0.008923009037971497,-0.24173791706562042,0.12625455856323242,8,ui_auto_distill
0.1975249946117401,0.15395000576972961,0.11547499895095825,0.22050000727176666,0.2858999967575073,0.2747200131416321,0.05496085807681084,0.12914690375328064,-0.29998859763145447,0.18281015753746033,8,ui_auto_distill
0.22137777507305145,0.17000000178813934,0.12316922843456268,0.26357144117355347,0.299699991941452,0.26867273449897766,0.08700636029243469,0.06414057314395905,-0.2761336863040924,0.15030811727046967,8,ui_auto_distill
0.23643332719802856,0.18156667053699493,0.1272333264350891,0.27207499742507935,0.33469998836517334,0.30790001153945923,0.0700906291604042,0.10320957750082016,-0.29661670327186584,0.17205555737018585,8,ui_auto_distill
0.27869999408721924,0.20960000157356262,0.14640000462532043,0.323199987411499,0.4226999878883362,0.40735000371932983,0.07393253594636917,0.13339589536190033,-0.3370235562324524,0.20530366897583008,8,ui_auto_distill
0.14589999616146088,0.1234000027179718,0.09395000338554382,0.1696999967098236,0.2162500023841858,0.2142000049352646,0.07541191577911377,0.12061149626970291,-0.2733696401119232,0.19425654411315918,8,ui_auto_distill
0.16920000314712524,0.14480000734329224,0.11159999668598175,0.1881999969482422,0.23190000653266907,0.2126999944448471,0.053161706775426865,0.10402287542819977,-0.23121847212314606,0.15632012486457825,8,ui_auto_distill
0.16099999845027924,0.13580000400543213,0.11240000277757645,0.18539999425411224,0.1607999950647354,0.1468999981880188,0.07043878734111786,-0.07105719298124313,-0.0842885747551918,-0.0006215145695023239,8,ui_auto_distill
0.31839999556541443,0.24529999494552612,0.17960000038146973,0.3774000108242035,0.4223499894142151,0.3995000123977661,0.08479449898004532,0.056205037981271744,-0.26518386602401733,0.1403307467699051,8,ui_auto_distill
0.18181666731834412,0.1388181746006012,0.10055263340473175,0.2128579020500183,0.2570500075817108,0.2451999932527542,0.07865019887685776,0.09404418617486954,-0.2986646592617035,0.1714264154434204,8,ui_auto_distill
0.3199999928474426,0.24799999594688416,0.1793999969959259,0.38040000200271606,0.4722999930381775,0.4620000123977661,0.08623644709587097,0.10777529329061508,-0.3113980293273926,0.19222517311573029,8,ui_auto_distill
0.21400000154972076,0.17470000684261322,0.13269999623298645,0.24969999492168427,0.33730000257492065,0.3149000108242035,0.07698941975831985,0.1492334008216858,-0.31757810711860657,0.223653182387352,8,ui_auto_distill
0.23479999601840973,0.17080000042915344,0.12080000340938568,0.27000001072883606,0.3375000059604645,0.33309999108314514,0.06973061710596085,0.1111110970377922,-0.3279559314250946,0.1794513463973999,8,ui_auto_distill
0.16449999809265137,0.13830000162124634,0.10649999976158142,0.1851000040769577,0.24779999256134033,0.23549999296665192,0.05892450362443924,0.1448371261358261,-0.28360527753829956,0.20203734934329987,8,ui_auto_distill
0.11795999854803085,0.09440000355243683,0.07233333587646484,0.14648999273777008,0.18232500553131104,0.1632000058889389,0.10788427293300629,0.10898229479789734,-0.3177342116832733,0.21434639394283295,8,ui_auto_distill
0.15520000457763672,0.1264999955892563,0.08735000342130661,0.18610000610351562,0.24379999935626984,0.20069999992847443,0.09053618460893631,0.1342172473669052,-0.31677019596099854,0.222055122256279,8,ui_auto_distill
0.22859999537467957,0.17159999907016754,0.12139999866485596,0.2587999999523163,0.3222000002861023,0.3125,0.06196143850684166,0.10912220180034637,-0.3049817681312561,0.16993464529514313,8,ui_auto_distill
0.2203066647052765,0.17032000422477722,0.12243529409170151,0.255877286195755,0.3350450098514557,0.3270181715488434,0.07469932734966278,0.1339731514453888,-0.32595252990722656,0.20660483837127686,8,ui_auto_distill
0.20839999616146088,0.16220000386238098,0.11980000138282776,0.24779999256134033,0.3224000036716461,0.2935999929904938,0.08636562526226044,0.1308313012123108,-0.3305819034576416,0.21477016806602478,8,ui_auto_distill
0.2639000117778778,0.1972000002861023,0.1344500035047531,0.30234286189079285,0.3329666554927826,0.2935999929904938,0.06789109855890274,0.04820295050740242,-0.2560829818248749,0.11571536213159561,8,ui_auto_distill
0.14219999313354492,0.11150000244379044,0.08510000258684158,0.18199999630451202,0.1717499941587448,0.15129999816417694,0.1227637380361557,-0.028975272551178932,-0.21270959079265594,0.09412327408790588,8,ui_auto_distill
0.1662999987602234,0.13860000669956207,0.1151999980211258,0.1875,0.22945000231266022,0.21860000491142273,0.059920862317085266,0.10061158984899521,-0.2468414455652237,0.15957044064998627,8,ui_auto_distill
0.25146666169166565,0.19302499294281006,0.13894285261631012,0.2906666696071625,0.3697749972343445,0.3610000014305115,0.07230695337057114,0.11978094279766083,-0.3140547275543213,0.19043850898742676,8,ui_auto_distill
0.2872999906539917,0.21739999949932098,0.15084999799728394,0.3440000116825104,0.3728500008583069,0.3251333236694336,0.0898147001862526,0.040245503187179565,-0.26336297392845154,0.12959177792072296,8,ui_auto_distill
0.16591249406337738,0.1269499957561493,0.09956315904855728,0.19803999364376068,0.2172500044107437,0.21543332934379578,0.08827388286590576,0.046256858855485916,-0.2623474895954132,0.13398365676403046,8,ui_auto_distill
0.2955833375453949,0.22432726621627808,0.15844285488128662,0.3534058928489685,0.3975285589694977,0.3702666759490967,0.0890963226556778,0.05875701457262039,-0.2785232365131378,0.1470833569765091,8,ui_auto_distill
0.13917778432369232,0.1263333261013031,0.09948000311851501,0.15459999442100525,0.16089999675750732,0.14790000021457672,0.05249617621302605,0.019968312233686447,-0.12034352868795395,0.07238860428333282,8,ui_auto_distill
0.15860000252723694,0.1349666714668274,0.10255555808544159,0.1821500062942505,0.21115000545978546,0.19724999368190765,0.06911226361989975,0.0737350583076477,-0.22010882198810577,0.1421230584383011,8,ui_auto_distill
0.24860000610351562,0.19709999859333038,0.14489999413490295,0.2849000096321106,0.35499998927116394,0.32795000076293945,0.06804124265909195,0.10954833775758743,-0.2859989106655121,0.17627565562725067,8,ui_auto_distill
0.13510000705718994,0.1200999990105629,0.09616667032241821,0.15330000221729279,0.13507500290870667,0.11524999886751175,0.06310677528381348,-0.06319895386695862,-0.05868523195385933,-9.254796896129847e-05,8,ui_auto_distill
0.2286333292722702,0.20149999856948853,0.15748000144958496,0.2596000134944916,0.3255000114440918,0.3131999969482422,0.06342599540948868,0.11263030767440796,-0.2352941334247589,0.17480753362178802,8,ui_auto_distill
0.15919999778270721,0.1298999935388565,0.09910000115633011,0.195250004529953,0.23964999616146088,0.2211499959230423,0.10170688480138779,0.10209241509437561,-0.2969828248023987,0.20170490443706512,8,ui_auto_distill
0.1972000002861023,0.15033333003520966,0.11110000312328339,0.21764999628067017,0.2700999975204468,0.272350013256073,0.04929491505026817,0.10753460228443146,-0.2848648130893707,0.15600256621837616,8,ui_auto_distill
0.18965713679790497,0.1500999927520752,0.10736428201198578,0.21278665959835052,0.2783749997615814,0.2746500074863434,0.057472679764032364,0.1335371732711792,-0.2993757128715515,0.1895550638437271,8,ui_auto_distill
0.15060000121593475,0.13130000233650208,0.1103999987244606,0.16419999301433563,0.2061000019311905,0.2143000066280365,0.04320200905203819,0.11315152794122696,-0.22169531881809235,0.1555929332971573,8,ui_auto_distill
0.15485000610351562,0.13091999292373657,0.095660001039505,0.18119999766349792,0.25435999035835266,0.26159998774528503,0.07841092348098755,0.16796766221523285,-0.32039037346839905,0.24317583441734314,8,ui_auto_distill
0.1912919133901596,0.15386666357517242,0.11928000301122665,0.20683692395687103,0.2485799938440323,0.25174999237060547,0.03904517740011215,0.09165902435779572,-0.2353438138961792,0.1302381008863449,8,ui_auto_distill
0.24361999332904816,0.1893666684627533,0.1354999989271164,0.27595555782318115,0.3663874864578247,0.3564999997615814,0.06223457679152489,0.14078447222709656,-0.3185236155986786,0.20125572383403778,8,ui_auto_distill
0.1897599995136261,0.1525428593158722,0.11140000075101852,0.22917647659778595,0.28601428866386414,0.27015000581741333,0.09408700466156006,0.11032381653785706,-0.3043421506881714,0.20231083035469055,8,ui_auto_distill
0.20440000295639038,0.1624000072479248,0.12250000238418579,0.22679999470710754,0.28314998745918274,0.2671999931335449,0.05194803327322006,0.11050102114677429,-0.2710133194923401,0.16152186691761017,8,ui_auto_distill
0.16349999606609344,0.14259999990463257,0.11500000208616257,0.17790000140666962,0.2576499879360199,0.2712000012397766,0.042179279029369354,0.1831018030643463,-0.2874453365802765,0.22355453670024872,8,ui_auto_distill
0.14294999837875366,0.11535000056028366,0.09048571437597275,0.16176000237464905,0.20069999992847443,0.1871500015258789,0.06173083931207657,0.1074325367808342,-0.2700521945953369,0.1680488884449005,8,ui_auto_distill
0.15049999952316284,0.1298999935388565,0.0986500009894371,0.17100000381469727,0.21574999392032623,0.23145000636577606,0.06376361846923828,0.11570779979228973,-0.2483726441860199,0.1781569868326187,8,ui_auto_distill
0.20148888230323792,0.15432000160217285,0.11547999829053879,0.22443333268165588,0.2802000045776367,0.27709999680519104,0.05387004837393761,0.11050929129123688,-0.289698988199234,0.16340655088424683,8,ui_auto_distill
0.2799000144004822,0.2056249976158142,0.1421000063419342,0.34226667881011963,0.39963334798812866,0.36812499165534973,0.10024108737707138,0.07732398808002472,-0.32053807377815247,0.17619934678077698,8,ui_auto_distill
0.20156316459178925,0.16636249423027039,0.12326207011938095,0.22841110825538635,0.2861250042915344,0.2822999954223633,0.06244081258773804,0.11216685175895691,-0.2646758556365967,0.17339324951171875,8,ui_auto_distill
0.16841110587120056,0.13870909810066223,0.1120888888835907,0.18901817500591278,0.20855000615119934,0.1869249939918518,0.057653557509183884,0.04912825673818588,-0.20112045109272003,0.10648021847009659,8,ui_auto_distill
0.1970333307981491,0.15410000085830688,0.11148571223020554,0.2364400029182434,0.24025000631809235,0.21295000612735748,0.09090910106897354,0.007992622442543507,-0.21846076846122742,0.09882991760969162,8,ui_auto_distill
0.20819999277591705,0.15088889002799988,0.10580000281333923,0.2394571453332901,0.31165000796318054,0.30550000071525574,0.06982386857271194,0.13099604845046997,-0.34756237268447876,0.19899974763393402,8,ui_auto_distill
0.15312500298023224,0.14685000479221344,0.1216999962925911,0.1973000019788742,0.1651500016450882,0.13705000281333923,0.12606120109558105,-0.08870188891887665,-0.05865383520722389,0.03778178617358208,8,ui_auto_distill
0.20392000675201416,0.16329999268054962,0.12319999933242798,0.23659999668598175,0.2849000096321106,0.27265000343322754,0.07418502867221832,0.0926174744963646,-0.27130749821662903,0.16566425561904907,8,ui_auto_distill
0.17735999822616577,0.15105000138282776,0.11557777971029282,0.20555000007152557,0.2378000020980835,0.22220000624656677,0.07362043857574463,0.07274162769317627,-0.22309373319149017,0.1455824375152588,8,ui_auto_distill
0.21469999849796295,0.16419999301433563,0.12309999763965607,0.24799999594688416,0.31200000643730164,0.2754000127315521,0.07196887582540512,0.11428572982549667,-0.31037381291389465,0.18473516404628754,8,ui_auto_distill
0.19419999420642853,0.14720000326633453,0.11339999735355377,0.21979999542236328,0.2467000037431717,0.24140000343322754,0.06183575466275215,0.05766347050666809,-0.2526021897792816,0.11907464265823364,8,ui_auto_distill
0.1508714258670807,0.12729999423027039,0.09179999679327011,0.17803333699703217,0.24089999496936798,0.2671000063419342,0.08258290588855743,0.1500636339187622,-0.30852797627449036,0.22979871928691864,8,ui_auto_distill
0.17376667261123657,0.14305000007152557,0.11196666955947876,0.19682857394218445,0.25095000863075256,0.2326499968767166,0.062229350209236145,0.12086650729179382,-0.27385789155960083,0.18172898888587952,8,ui_auto_distill
0.2939999997615814,0.210099995136261,0.1404999941587448,0.335999995470047,0.36994999647140503,0.32330000400543213,0.06666666269302368,0.04809122532606125,-0.27557969093322754,0.11439114063978195,8,ui_auto_distill
0.19713333249092102,0.16144999861717224,0.12671999633312225,0.21699999272823334,0.2784999907016754,0.26785001158714294,0.04797165468335152,0.12411705404520035,-0.2660529613494873,0.1710701435804367,8,ui_auto_distill
0.22073332965373993,0.1654299944639206,0.11918500065803528,0.24808889627456665,0.3162669539451599,0.31709998846054077,0.058349549770355225,0.12080685794353485,-0.31313663721084595,0.17790237069129944,8,ui_auto_distill
0.1932000070810318,0.15600000321865082,0.11604999750852585,0.22619999945163727,0.2892000079154968,0.27994999289512634,0.07868381589651108,0.12223517149686813,-0.2991913855075836,0.19900497794151306,8,ui_auto_distill
0.19900833070278168,0.17166154086589813,0.13808570802211761,0.22195999324321747,0.24899999797344208,0.2172500044107437,0.0545211136341095,0.05741465464234352,-0.18384960293769836,0.11158646643161774,8,ui_auto_distill
0.14233332872390747,0.11845000088214874,0.08780000358819962,0.16636666655540466,0.18459999561309814,0.16944999992847443,0.07785338163375854,0.05195173993706703,-0.21828079223632812,0.12928222119808197,8,ui_auto_distill
0.1892399936914444,0.1543428599834442,0.11524000018835068,0.2089666724205017,0.27816668152809143,0.27043333649635315,0.04953879490494728,0.14205557107925415,-0.28629153966903687,0.19025549292564392,8,ui_auto_distill
0.2287999987602234,0.1793999969959259,0.13099999725818634,0.298799991607666,0.2732999920845032,0.2621000111103058,0.13267625868320465,-0.044572629034519196,-0.20742212235927582,0.08862774819135666,8,ui_auto_distill
0.1881999969482422,0.15320000052452087,0.1088000014424324,0.22259999811649323,0.2842999994754791,0.2637999951839447,0.08373904973268509,0.12172026187181473,-0.2996571362018585,0.20338624715805054,8,ui_auto_distill
0.1467999964952469,0.1264999955892563,0.10294999927282333,0.16130000352859497,0.22460000216960907,0.2202499955892563,0.04706266522407532,0.16403213143348694,-0.2794075906276703,0.20947766304016113,8,ui_auto_distill
0.2370000034570694,0.18359999358654022,0.14259999990463257,0.26100000739097595,0.33219999074935913,0.31310001015663147,0.04819277673959732,0.12002694606781006,-0.288096159696579,0.16725225746631622,8,ui_auto_distill
0.13459999859333038,0.11020000278949738,0.08720000088214874,0.15219999849796295,0.22210000455379486,0.22259999811649323,0.06136680766940117,0.18674860894680023,-0.33674389123916626,0.2453041970729828,6,ui_auto_distill
0.13840000331401825,0.12080000340938568,0.09650000184774399,0.14630000293254852,0.22184999287128448,0.22689999639987946,0.027748504653573036,0.2052152454853058,-0.2949073016643524,0.2316446602344513,8,ui_auto_distill
0.1664000004529953,0.13920000195503235,0.1088000014424324,0.17839999496936798,0.22089999914169312,0.22709999978542328,0.034802768379449844,0.10643627494573593,-0.22688141465187073,0.1407177895307541,8,ui_auto_distill
0.16689999401569366,0.1363999992609024,0.10859999805688858,0.18060000240802765,0.24500000476837158,0.24289999902248383,0.039424486458301544,0.15131579339504242,-0.2847404479980469,0.18960915505886078,8,ui_auto_distill
0.18080000579357147,0.14159999787807465,0.11159999668598175,0.20080000162124634,0.2615000009536743,0.2565000057220459,0.05241088941693306,0.13130001723766327,-0.29744482040405273,0.18245533108711243,8,ui_auto_distill
0.15940000116825104,0.12970000505447388,0.10540000349283218,0.17870000004768372,0.249099999666214,0.25554999709129333,0.057083699852228165,0.1645628809928894,-0.3152059018611908,0.21958383917808533,8,ui_auto_distill
0.2134000062942505,0.16500000655651093,0.1281999945640564,0.23759999871253967,0.3084999918937683,0.2946999967098236,0.05365851894021034,0.12982968986034393,-0.3030622601509094,0.1822187900543213,8,ui_auto_distill
0.38280001282691956,0.3034000098705292,0.2401999980211258,0.42719998955726624,0.4693000018596649,0.42579999566078186,0.05481478571891785,0.04696041718125343,-0.21470168232917786,0.10151389241218567,8,ui_auto_distill
0.18799999356269836,0.14839999377727509,0.1145000010728836,0.21400000154972076,0.29919999837875366,0.30149999260902405,0.06467663496732712,0.16601714491844177,-0.3369079828262329,0.22824303805828094,8,ui_auto_distill
0.15639999508857727,0.1265999972820282,0.10074999928474426,0.17350000143051147,0.25200000405311584,0.2442999929189682,0.05183390900492668,0.18448884785175323,-0.3312202990055084,0.23408424854278564,8,ui_auto_distill
0.14259999990463257,0.1168999969959259,0.09220000356435776,0.15870000422000885,0.23704999685287476,0.24619999527931213,0.053435128182172775,0.19797849655151367,-0.3394547402858734,0.24878177046775818,8,ui_auto_distill
0.3887999951839447,0.29179999232292175,0.20600000023841858,0.45399999618530273,0.48919999599456787,0.43639999628067017,0.07736118137836456,0.03731976076960564,-0.2527529001235962,0.11435079574584961,8,ui_auto_distill
0.16200000047683716,0.1371999979019165,0.1071000024676323,0.17649999260902405,0.24979999661445618,0.24860000610351562,0.0428360179066658,0.17194464802742004,-0.2909560799598694,0.21321028470993042,8,ui_auto_distill
0.07410000264644623,0.06589999794960022,0.058800000697374344,0.08420000225305557,0.181099995970726,0.20190000534057617,0.06380289793014526,0.36524686217308044,-0.4663967788219452,0.41927897930145264,8,ui_auto_distill
0.1542000025510788,0.1324000060558319,0.10939999669790268,0.17080000042915344,0.2029000073671341,0.20409999787807465,0.05107691511511803,0.08589779585599899,-0.21025946736335754,0.13637638092041016,8,ui_auto_distill
0.17020000517368317,0.13339999318122864,0.10100000351667404,0.19660000503063202,0.28839999437332153,0.28189998865127563,0.07197382301092148,0.18927833437919617,-0.36747273802757263,0.25774091482162476,8,ui_auto_distill
0.16439999639987946,0.13199999928474426,0.1080000028014183,0.18790000677108765,0.26774999499320984,0.25949999690055847,0.06670454144477844,0.17524412274360657,-0.3395872414112091,0.23915307223796844,8,ui_auto_distill
0.09539999812841415,0.07980000227689743,0.06639999896287918,0.11400000005960464,0.19359999895095825,0.1842000037431717,0.08882522583007812,0.2587776184082031,-0.4162399172782898,0.339792400598526,6,ui_auto_distill
0.2248000055551529,0.18520000576972961,0.14139999449253082,0.24639999866485596,0.3078500032424927,0.2978000044822693,0.045840393751859665,0.11087055504322052,-0.2487577199935913,0.15591850876808167,8,ui_auto_distill
0.1932000070810318,0.155799999833107,0.12240000069141388,0.22360000014305115,0.30149999260902405,0.29899999499320984,0.07293663918972015,0.14835268259048462,-0.31860920786857605,0.2189205288887024,8,ui_auto_distill
0.1388999968767166,0.1128000020980835,0.08669999986886978,0.1595499962568283,0.26054999232292175,0.2496500015258789,0.06919081509113312,0.240418940782547,-0.3957412540912628,0.30454373359680176,8,ui_auto_distill
0.16779999434947968,0.133200004696846,0.10819999873638153,0.19259999692440033,0.2705000042915344,0.26809999346733093,0.06881243735551834,0.16821421682834625,-0.34010404348373413,0.234314426779747,8,ui_auto_distill
0.15279999375343323,0.11479999870061874,0.09000000357627869,0.17880000174045563,0.27379998564720154,0.27469998598098755,0.07840774208307266,0.20989833772182465,-0.4091610610485077,0.283638060092926,8,ui_auto_distill
0.14020000398159027,0.12134999781847,0.09730000048875809,0.14650000631809235,0.20000000298023224,0.20550000667572021,0.021974196657538414,0.15440113842487335,-0.24474872648715973,0.17577894032001495,8,ui_auto_distill
0.17980000376701355,0.1451999992132187,0.11479999870061874,0.2021999955177307,0.27469998598098755,0.27469998598098755,0.05863872170448303,0.15202346444129944,-0.3084067404270172,0.20880085229873657,8,ui_auto_distill
0.14749999344348907,0.12680000066757202,0.1006999984383583,0.15870000422000885,0.2350499927997589,0.23135000467300415,0.036577437072992325,0.19390472769737244,-0.2991570830345154,0.22885897755622864,8,ui_auto_distill
